author	paragraphs	rhythmic	polarity analysis	polarity score
朱埴	宿酒初醒，全不忺梳洗	点绛唇	negative	0.04796975566947792
史铸	陶令骇观须把酒，崔生瞥见误成章	瑞鹧鸪	positive	0.6396328221799675
吴大有	酒阑呼渡	点绛唇	negative	0.4727871638090759
陈人杰	夫然后，向猷家载酒，诩室题诗	沁园春	negative	0.21990294701864632
陈人杰	记上层楼，与岳阳楼，酾酒赋诗	沁园春	negative	0.13119875707436224
陈人杰	向琐窗看镜，鬓无霜白，玉舠挥酒，脸有潮红	沁园春	negative	0.14355379823875458
陈人杰	六代蜂窠，七贤蝶梦，勾引客愁如酒浓	沁园春	positive	0.9406561440498302
陈人杰	把酒西湖，花月三年，不见家山	沁园春	positive	0.5362064190832043
陈人杰	斗酒津亭，方送月芗，夫君又行	沁园春	positive	0.6573047759769316
陈人杰	玉茧挥诗，金鲸泻酒，件件清狂分付谁	沁园春	positive	0.9517238763081236
陈人杰	为瑶池侍宴，偶违酒令，玉皇降敕，谪作诗狂	沁园春	positive	0.919892272018067
陈人杰	橙弄霜黄，芦飘雪白，何处西风无酒旗	沁园春	negative	0.0545733099869935
陈人杰	尽典春衣，换酒津亭，送君此行	沁园春	positive	0.8179215912379786
陈人杰	秋千外，剩钗骈玉燕，酒列金鲸	沁园春	positive	0.9693374811655027
陈人杰	如此凄凉，若为排遣，不是诗边即酒边	沁园春	positive	0.8428821709179265
陈人杰	云锦亭西，记与诗人，拍浮酒船	沁园春	positive	0.9745673329073277
陈人杰	登坛沥酒刑牲	沁园春	negative	0.44767845850986676
张矩	前度高阳酒伴	摸鱼儿	negative	0.44767845850986676
张矩	帘上涌金楼，酒滟酥融，金缕试春曲，最好半残鳷鹊，登临快心目	应天长	negative	0.030093387509153913
张矩	便归去，酒底花边，犹自看得	应天长	positive	0.8243232001624154
姚勉	雕裘夜冷，怪地炉煨酒，经时难热	念奴娇	negative	0.20894558008214847
姚勉	黄封酒，到明年今日，中使传宣	沁园春	positive	0.9929831220511095
姚勉	把杯酒论文更有谁	沁园春	negative	0.48785668463497234
陈允平	趁暗绿稀红，扁舟短棹，载酒送春去	摸鱼儿	negative	0.19700139075941725
陈允平	凤锦龟纱，空闭酒尘香雾	倦寻芳	negative	0.12882003863582436
陈允平	宜酒	月上海棠	negative	0.5
陈允平	步幄尘高，征衫酒润，谁暖玉香篝	酹江月・念奴娇	positive	0.9938556242015653
陈允平	温香傍酒，尽多娇、不识春愁	汉宫春	positive	0.7146580625938278
陈允平	茶灶酒垆，春时几番携手	昼锦堂	positive	0.8383066663487436
陈允平	还暗忆年时，旗亭歌酒	探春・探春慢	negative	0.4722026031379335
陈允平	数峰蘸碧，记载酒甘园，柳塘花坞	扫花游・扫地游	negative	0.44308975399617534
陈允平	那人携酒听时，料把春来，诗梦惊觉	黄莺儿	positive	0.9632827229332088
陈允平	酒浓愁更浓	糖多令・唐多令	negative	0.23073041353936652
陈允平	一曲清歌酒一锺	思佳客	negative	0.4052318605789965
陈允平	一尊芳酒驻红颜	思佳客	positive	0.7848167291130482
陈允平	春浅花迟，携酒为春催	祝英台近	negative	0.42566521191908335
陈允平	归来醉抱瑟琶睡，正酒醒、香尽漏移	恋绣衾	positive	0.9749033519415651
陈允平	载酒垂杨浦，停桡杜若洲	南歌子	negative	0.3604360147348611
陈允平	斗草踏青天气，买花载酒心情	朝中措	negative	0.19216137173417425
陈允平	带雪煎茶，和冰酿酒，聊润枯肠	柳梢青	positive	0.9367871908550032
陈允平	添得闲愁，酒将阑处，吟未成时	柳梢青	positive	0.867999562984992
陈允平	莺昼长，一尊芳酒，容与看芝山	渡江云	positive	0.8627136906947305
陈允平	看双鸾飞下，长生殿里，赐蔷薇酒	过秦楼	positive	0.7121033619734572
陈允平	庆千秋，醉长生酒，歌太平诗	八声甘州	positive	0.9993295676226794
陈允平	何妨买花载酒，日日湖边	汉宫春	positive	0.5753944831749761
陈允平	日正迟迟人正酒，画帘外，一声声，卖放生	西湖明月引・江城梅花引	negative	0.09967259617828295
陈允平	炉香心在在，杯酒乐如如	临江仙	negative	0.1707098123483478
陈允平	新酿酒，旋烹茶	鹧鸪天	positive	0.910175233115208
陈允平	携尊共约，诗酒云朋月侣	琐窗寒	negative	0.13312586640821422
陈允平	去程疑是梦，宿酒昏情抱	早梅芳・喜迁莺	positive	0.8741052940240974
陈允平	远思前度问酒，凤楼人共倚，归兴无限	齐天乐	positive	0.9782790073441663
陈允平	一笑蔷薇，别后酒杯慵举	荔枝香近・荔枝香	positive	0.7973761835255252
陈允平	沙头酒初熟，尽篱边朱槿，竹外青旗	夜飞鹊・夜飞鹊慢	positive	0.7226778814455851
陈允平	翠筇便瘦倚，问酒垂杨，影里那人家	渡江云	positive	0.9993515089776868
陈允平	酒旗直，绿水桥边，犹记曾识	应天长	negative	0.36287780920805157
陈允平	相逢才系柳边舟，相别又倾花下酒	木兰花・玉楼春	positive	0.8401354581247255
陈允平	晚酌宜城酒暖	秋蕊香	negative	0.27224949927697706
陈允平	偏称玉楼歌酒	宴桃源・如梦令	negative	0.2621326745255663
陈允平	蔷薇架下偏宜酒，纤纤手、自引金锺	月中行・月宫春	positive	0.8503130224971691
陈允平	偷摘青梅推病酒	渔家傲	negative	0.4108973297218118
陈允平	薄幸高阳花酒客	渔家傲	negative	0.4567756097011789
陈允平	一笑蔷薇孤旧约，载酒寻欢，因甚懒支持	定风波	positive	0.9879264892745672
陈允平	寂寞幽斋惟酌酒	蝶恋花	positive	0.9784687896027616
陈允平	为怯轻寒犹殢酒	蝶恋花	positive	0.9134706706194361
陈允平	三月春光浓似酒	蝶恋花	negative	0.14428257622870833
陈允平	异别情怀愁对酒	蝶恋花	positive	0.9667386574184971
陈允平	念伤春渐懒，病酒未忺，两愁无药	解连环	positive	0.9363111741231877
陈允平	对一尊、别酒初斟，征衫上、点滴香泪盈	绮寮怨	positive	0.9420873972984057
陈允平	重念酒污罗襦，渐金篝香散	拜星月慢	positive	0.810798717853964
陈允平	无奈离愁乱织，籍酒销磨，倩花排遣	过秦楼	negative	0.1994760098474465
陈允平	把酒东望家山，醉来一沉闲窗，梦随秋去	解蹀躞	positive	0.9764482274344771
陈允平	望帘寻酒市，看钓认渔乡	红林擒近	negative	0.3253800329741887
陈允平	荻蟹初肥，莼鲈更美，尽酒怀诗抱	氐州第一	positive	0.9968610062452473
陈允平	殷勤别酒重斟，明日相思何处	尉迟杯	positive	0.995856735974291
陈允平	相如憔悴，宋玉凄凉，酒恨花情	庆春宫・高阳台	positive	0.9939547004086471
陈允平	酒薄愁浓，霞腮泪渍，月眉香晕	丁香结	negative	0.11028157951073014
陈允平	买花问酒锦绣市	西河	negative	0.3650713135234167
陈允平	忆几度、微吟马上，长啸舟中，惯踏新丰巷陌，旧酒犹香，憔悴东风自岁华	西平乐慢・西平乐	positive	0.994048681113458
陈允平	酒怀慵举	点绛唇	negative	0.32622511900741147
陈允平	恣轻狂，恋高阳，歌酒市	夜游宫	positive	0.8516786476299854
陈允平	斗酒百篇呼太白	迎春乐	positive	0.7793566065349231
陈允平	更共饮、旗亭酒	迎春乐	negative	0.26448442926988314
陈允平	归兴浓於酒	虞美人	negative	0.15296840801088618
陈允平	溪头沽酒家	醉桃源・阮郎归	negative	0.37549572008943555
施岳	宿酒和愁都醒	清平乐	positive	0.7365891208984793
施岳	向沽酒楼前，犹系金勒	曲游春	negative	0.3047258472591168
施岳	伤心事，还似去年，中酒恹恹度寒食	兰陵王	positive	0.5002727215600384
潘希白	红萸佩、空对酒	大有	positive	0.7077798637084419
马廷鸾	把酒对湘浦，独吊大夫醒	水调歌头	negative	0.2475685094115867
马廷鸾	排闷篇诗，浇愁盏酒，自读离骚自劝	齐天乐	negative	0.37037525565002083
谢枋得	麦饭纸钱，只鸡斗酒，几误林间噪喜鸦	沁园春	negative	0.09524879274411602
何梦桂	数尽落红飞絮，摘青梅、煮酒初尝	满庭芳	positive	0.9738798690881064
何梦桂	记年时、人人何处，长亭曾共尊酒。酒阑归去行人远，折不尽长亭柳。待把酒送君，恰又清明后	摸鱼儿	negative	0.431688353192042
何梦桂	把人间、古今勋业，一时都付杯酒	摸鱼儿	negative	0.23574506182736443
何梦桂	琴酒我，成三一	满江红	positive	0.7916914747522333
何梦桂	六幅罗裙香凝处，痕痕都是尊前酒	满江红	negative	0.10581573331707328
何梦桂	白发青衫，苍头玄鹤，花前尊酒	水龙吟	positive	0.8044889906669795
何梦桂	把酒问春春无语，吹落游尘怎任	贺新郎	positive	0.528704892126973
何梦桂	无奈酒阑情好	玉漏迟	positive	0.7118905563331579
何梦桂	呼酒嚼琼花，任醉来、玉山倾倒	蓦山溪	negative	0.07516138027762076
何梦桂	趁今朝，斟寿酒，记生时	最高楼	positive	0.8267079410951104
赵必	青奴一饷贪凉梦，昨夜酒红无力。且慢析轻匀，留醉酒垆侧	摸鱼子	positive	0.9979954032742856
奚岊	把从前、万事对酒，且休问著	解连环	positive	0.620301839316817
奚岊	雕鸾好在，文箫重许，罍酒试香庭苑	永遇乐	positive	0.9718361960197124
赵闻礼	单衣催赐曲尘罗，中酒病无力	好事近	positive	0.6601934756482718
赵闻礼	谁伴瘦筇尊酒，弄岩泉飞瀑	好事近	positive	0.9934068530403521
赵闻礼	粲迎风一笑，持花酹酒，结南枝伴	水龙吟	negative	0.10128490404830581
赵闻礼	微醒带困，离情中酒相半	隔浦莲近・隔浦莲近拍	positive	0.7120553082947337
赵闻礼	人病酒	谒金门	negative	0.3210821277322857
叶阊	酒酣自舞	摸鱼儿	negative	0.4727871638090759
曹邍	更酒驿孤烟，棋院长日	兰陵王	positive	0.9769063016848095
曹邍	酒中风格天然别	玲珑四犯	positive	0.8914360625181903
赵汝	数点霁霞山又晚，一痕凉月酒初消	梦江南・忆江南	positive	0.84316241231732
谭宣子	人病酒	侧犯	negative	0.3210821277322857
谭宣子	西风吹酒醒	长相思	negative	0.236433907818961
谭宣子	人病酒	谒金门	negative	0.3210821277322857
史深	记待月梅边，笼香酒后，私语屏阴	木兰花慢	positive	0.8136757944058545
丁默	问月赊晴，凭春买夜，明月添香解酒	齐天乐	positive	0.7451654396994019
戴平之	笑擘黄柑酒半醒	鹧鸪天	negative	0.48234463577944187
王□□	登临把酒，更谁伴、破橘持螯	汉宫春	negative	0.1867849396039013
向希尹	厌厌两点眉峰，一痕酒晕，正人在、温柔乡里	祝英台近	positive	0.9659232315799082
向希尹	把酒留春春不住，柳暗江头	浪淘沙	negative	0.3180737450398241
王大简	拂面凉生酒半醒	浣溪沙	negative	0.23341165694753985
王大简	酒消愁未消	更漏子	negative	0.2523974075744675
杜龙沙	绣鞭绮陌，强携酒、来觅吴娃	雨淋铃	positive	0.909158483648505
张艾	碧筒唤酒，恐娇娥、来下瑶池	夜飞鹊・夜飞鹊慢	negative	0.44723686810198093
陆象泽	且趁霜天鲈鱼好，把貂裘、换酒长安市	贺新凉・贺新郎	positive	0.9895536746476687
曾晞颜	夹路香花迎拜了，见说家家举酒	贺新郎	positive	0.5316484896734684
刘辰翁	自疑中酒	点绛唇	negative	0.4737672181921908
刘辰翁	人间安得酒如淮	浣溪沙	negative	0.3346396963077731
刘辰翁	眼前杯酒是重阳	浣溪沙	positive	0.8842844284880123
刘辰翁	汗面试来慵传粉，酒香浓后暗潮腮	摊破浣溪沙・山花子	positive	0.8892007425699914
刘辰翁	但恨杯无露添酒	清平乐	negative	0.42454927341308957
刘辰翁	把酒家乡是客中	减字木兰花	positive	0.8130839976824868
刘辰翁	寿酒一杯胜服药	减字木兰花	positive	0.7860495959920647
刘辰翁	鹭清为酒，螺清为寿，起舞祝君侯	太常引	positive	0.9927554057890101
刘辰翁	酒不堪持	一翦梅	negative	0.05358066836723463
刘辰翁	长记那时，炽炭围炉，瘦妻换酒行试	疏影	positive	0.809702557455393
刘辰翁	终须待、晴时携斗酒	最高楼	negative	0.28758671639926614
刘辰翁	人间传寿酒，天上送麒麟	临江仙	positive	0.8572256437732371
刘辰翁	典衣沽美酒，数待冠昏时	临江仙	negative	0.4044976174552597
刘辰翁	旧日诗肠论斗酒，风流怀抱如倾	临江仙	positive	0.780163880123817
刘辰翁	睡过花阴一丈，愁深酒力千锺	临江仙	positive	0.8632508156509395
刘辰翁	去年初禁酒，今日漫提壶	临江仙	positive	0.8018066926806565
刘辰翁	歌声已逐行云去，花片偏来酒盏中。酒阑犹未见情锺	鹧鸪天	positive	0.5311762190570372
刘辰翁	有酒如船，片云扫尽霓裳露	烛影摇红	positive	0.9532016337770057
刘辰翁	千首新诗千斛酒，管甚侯何侯齿	念奴娇	positive	0.982591489996499
刘辰翁	此时把酒，旧词还是坡杰	念奴娇	negative	0.1956519142229829
刘辰翁	有客从余，不计余无酒	洞仙歌	positive	0.7312595894530762
刘辰翁	想荒坟酹酒，过车回首，香魂携手抱相泣	兰陵王	positive	0.955582700229565
刘辰翁	漫停云低黯，征衫憔悴，酒痕犹污	琐窗寒	negative	0.05606409429481796
刘辰翁	提壶卢何所得酒，泥滑滑、行不得也哥哥	大圣乐	positive	0.7520322458113379
刘辰翁	翦烛深夜巴山，酒醒听如故	祝英台近	negative	0.3510986382062363
刘辰翁	如此月明如此酒，无一事、但悲秋	唐多令	positive	0.9886103376489805
刘辰翁	新酒如清露	虞美人	negative	0.40306518103660505
刘辰翁	困如宿酒犹未销	恋绣衾	negative	0.010617260082728563
刘辰翁	有酒如船，招呼满载，只欠枝头雪	酹江月・念奴娇	negative	0.22051192149289411
刘辰翁	无酒无鱼空此客，昨夜留之不住	酹江月・念奴娇	negative	0.045295443776063316
刘辰翁	萧然今夕，无鱼无酒无客	酹江月・念奴娇	negative	0.10844259579651927
刘辰翁	我懒花残都已往，诗朋酒伴犹相觅	满江红	positive	0.8797616014105863
刘辰翁	愁是明朝酒醒，听著返魂钟	八声甘州	positive	0.7786770085904282
刘辰翁	寒食江村，牛羊丘陇，茅檐酤酒	水龙吟	positive	0.6604244192299947
刘辰翁	酒不到、故人坟土	水龙吟	negative	0.16625282537331465
刘辰翁	记湘累降日，留词劝酒	扫花游・扫地游	negative	0.44070912745608093
刘辰翁	酒熟未	梅花引	negative	0.2276699225521719
刘辰翁	何时重到湖堧，淋漓载酒，依稀吊古	瑞龙吟	negative	0.3775980135251893
刘辰翁	空谷无花，新篘有酒，去年穷胜今年	满庭芳	negative	0.33489373462903693
刘辰翁	约处处行歌，朝朝买酒，典却朝衫。归去柳阴行月，酒醒画角声残	木兰花慢	positive	0.7032057296048119
刘辰翁	一盏屠苏千岁酒，添得新人罗列	百字令・念奴娇	negative	0.34817255415622916
刘辰翁	问荆卿、田横古墓，更谁载酒为君酹	莺啼序	positive	0.9920855375760735
刘辰翁	琵琶往往，凭鞍劝酒，千载能胡语	莺啼序	negative	0.17964970728645124
刘辰翁	骰选功名，酒中富贵，管取当筵满劝旬	沁园春	positive	0.9668790073848118
刘辰翁	明年好，算乞浆得酒，酉胜如申	沁园春	positive	0.9413610012189794
刘辰翁	白发来呵，朱颜去也，一曲狂歌落酒边	沁园春	positive	0.8969259333960146
刘辰翁	闲居有客无酒，有酒又无鱼	水调歌头	negative	0.034726822002363655
刘辰翁	问君有酒，何不鼓瑟更吹笙	水调歌头	positive	0.8639641451555662
刘辰翁	自有此生有客，但恨有鱼无酒，不了一生浮	水调歌头	positive	0.8557539846039707
刘辰翁	无憀似酒初醒，身世笑颦中	水调歌头	positive	0.7446017788993418
刘辰翁	酒亦何有好，暂醉得相忘	水调歌头	positive	0.882247955064172
刘辰翁	酒吸明河欲尽，月落三星在下，未放水风闲。看取大江东去，把酒凄然北望，说著泪潺湲	水调歌头	positive	0.9021267479597391
刘辰翁	茎露一杯酒，清彻瑞人寰	水调歌头	positive	0.718419413157034
刘辰翁	举酒奉公寿，天意厚苍生	水调歌头	negative	0.37742925699409424
刘辰翁	持寿酒，为公舞	金缕曲・贺新郎	positive	0.7035368846660268
刘辰翁	昨醉君家酒。酌君酒，献君寿	金缕曲・贺新郎	negative	0.1970969845242797
刘辰翁	睡不成酣酒先醒，花底东风又别	金缕曲・贺新郎	negative	0.07977046255767506
刘辰翁	记前宵、深盟止酒，况堪扶路	金缕曲・贺新郎	positive	0.8159310987625568
刘辰翁	闻道酿桃堪为酒，待酿桃、千石成千醉	金缕曲・贺新郎	positive	0.8589270502534084
刘辰翁	渐无多、诗朋酒伴，东林复几人许	摸鱼儿	positive	0.9988263643091071
刘辰翁	渺斜阳、村烟酒市，独教王谢如此	摸鱼儿	positive	0.886071643215701
刘辰翁	无人举酒	摸鱼儿	negative	0.4268625305179823
刘辰翁	怎知他、春归何处，相逢且尽尊酒	摸鱼儿	positive	0.6247222755691363
刘辰翁	正何须、阳关肠断，吴姬苦劝人酒	摸鱼儿	negative	0.06386394621428493
刘辰翁	待欲□、家山未得，方知名不如酒。笑昨醉如泥，盟言止酒，何事醒来又	摸鱼儿	positive	0.9181109805501388
刘辰翁	古今守岁言无说，长是酒阑情绪	摸鱼儿	positive	0.9065050343662671
刘辰翁	狂吟近日疏于酒，转似秋山瘦削	摸鱼儿	negative	0.25246525273930387
刘辰翁	共准拟阶庭，钗符献酒，袅袅缀双虎	摸鱼儿	positive	0.8833870290561069
刘辰翁	围香春斗酒，坐月夜吹箫	意难忘	negative	0.40553243834499486
颜奎	记画扇题诗，单衣试酒，梦归泥絮	大	negative	0.25278141745072646
尹济翁	如今淡烟细雨，正午窗半梦酒初醒。悠然又把酒壶倾	木兰花慢	positive	0.9965374175824413
尹济翁	懒复能歌，那堪对酒，物华冉冉都休	一萼红	negative	0.2767959060067564
郑楷	酒旗摇曳柳花天	诉衷情	positive	0.5712913215916708
曹良史	酒初酲	江城子	positive	0.5857725886167026
应法孙	恨酒凝红绡，纷涴瑶玦	霓裳中序第一	positive	0.6507424966802805
应法孙	酒痕未醒愁先入	贺新郎	positive	0.8566228762609566
蜀中妓	苟富贵、无相忘，若相忘，有如此酒	市桥柳	positive	0.9115853692474813
周密	薇帐残香泪蜡，有人病酒恹恹	木兰花慢	negative	0.025396145076190257
周密	画帘轻、不隔春寒，旋减酒红香晕	东风第一枝	negative	0.11481899935836004
周密	绛蜡良宵，酒半阑、重绕鸳机，醉靥争妍红玉	楚宫春・楚宫春慢	positive	0.8670300210048743
周密	共凭高，联诗唤酒，暝色夺昏鸦	三犯渡江云・渡江云	positive	0.7095149010508347
周密	便管领芳菲，忍孤诗酒	探春慢	positive	0.9968582313664329
周密	酒与梦俱醒	南楼令・唐多令	negative	0.493433552929036
周密	重到西冷，记芳园载酒，画船横笛	秋霁	positive	0.6272322719202164
周密	怕酒醒歌阑，空庭夜月羌管清	忆旧游	positive	0.7011695770430659
周密	雪霁寒轻，兴来载酒移吟艇	点绛唇	negative	0.2275466304875874
周密	酒醒歌阑，谁为唤真真	江城子	positive	0.9536719542411654
周密	年少忍负韶华，尽占断、艳歌芳酒	玲珑四犯	positive	0.7348694301153508
周密	薄酒孤吟，怅相如游倦	拜星月慢	positive	0.6831128129613032
周密	酒醒	梅花引	negative	0.5
周密	睡馀春酒未全醒	浣溪沙	negative	0.1687792018154496
周密	罗窗人病酒，奈牡丹初放，晚风还恶	大	positive	0.766653318097533
周密	酒滴垆香，花围坐暖，闲却珠鞲钿柱	齐天乐	positive	0.8786197896269134
周密	吁万古，付卮酒	乳燕飞・贺新郎	negative	0.024771967733970612
周密	日日酒迷花恼	清平乐	positive	0.5477239085127136
周密	酒醒未醒香旋消	明月引・江城梅花引	negative	0.3715738752137645
周密	倚仗看云，翦灯听雨，几番诗酒	水龙吟	positive	0.7190910984300719
周密	忍记倚桂分题，簪花筹酒，处处成陈迹	酹江月・念奴娇	negative	0.16241724943637081
周密	酒初醒、翠屏深窈	天香	positive	0.542887636771861
周密	载酒倦游甚处，已换却、花间啼鸟	玉漏迟	negative	0.31626424768532535
周密	鬓雪愁侵秋绿，容华酒借春红	西江月	positive	0.9983295648053631
周密	为谁倦酒慵诗，筠屏掩双扇	祝英台近	positive	0.9851283706887402
周密	对婉娩年芳，漂零身世，酒趁愁消	忆旧游	negative	0.19386198366740992
周密	次第重阳近也，看黄花绿酒，也合迟留	声声慢	negative	0.41637328294145837
周密	重翻花外侍儿歌，休听酒边供奉曲	踏莎行	negative	0.3253127649978952
周密	酒酣应对燕山雪，正冰河月冻，晓陇云飞	高阳台	positive	0.9878811642744848
周密	拥衾呼酒，正百里、冰河乍合	庆宫春・高阳台	positive	0.9985124665817197
周密	向水院维舟，津亭唤酒	探芳讯	negative	0.17907103686382242
周密	把酒问花花不语，花外梦，梦中云	江城子	positive	0.9495474934979535
周密	中半伤春酒病	西江月	positive	0.553341222287932
周密	蒸香压酒芙蓉顶	踏莎行	negative	0.18010365615572843
王奕	又访著、山阳酒侣	贺新郎	positive	0.5934061952629907
王奕	谓诗有招魂，姑言其概，注其述酒，亦特其微	沁园春	positive	0.9829963125775251
王奕	对水注杯酒，为我向东流	水调歌头	negative	0.16754817762122698
王奕	几阕平山堂上酒，夕阳还照边楼	临江仙	negative	0.4790176601275373
王奕	想斗酒百篇，眼花落井，一时豪杰，千古风流。拶破愁城，吸乾酒海，袖拂安梁舞暮秋	沁园春	positive	0.9068284329142867
王奕	醉面挟风，携杜康酒，酹刘伶台	沁园春	positive	0.694321129469072
邓剡	便携酒访新亭	浪淘沙	positive	0.9130107238252677
邓剡	尽隐橘观棋，折荷筒酒，花竹秀而野	摸鱼儿	positive	0.9715630057404067
翁	管酿成、春酒上公堂，人人献	满江红	positive	0.7421045735939047
汪梦斗	年年今夜，争寻诗酒，共上高楼	人月圆	positive	0.8489028487126058
汪梦斗	圆到今宵依前好，诗酒不成佳兴	金缕曲・贺新郎	negative	0.17440215246447577
汪梦斗	曾一上飞云，歌台酒馆，落日乱鸦度	摸鱼儿	positive	0.8160426067282905
汪梦斗	秋帆落日渡淮来，三杯酒浊凭谁劝	踏莎行	negative	0.2668479699690123
彭元逊	便是闻灯见月，看花对酒惊心	汉宫春	negative	0.3989145918793753
彭元逊	问故人、忍更负东风，尊酒空	满江红	negative	0.034497021393674165
彭元逊	视春衫、箧中半在，浥浥酒痕花露。昨宵听、危弦急管，酒醒不知何处	子夜歌	negative	0.15216243871183888
彭元逊	红袖乌丝失酒，金钗银烛销春	临江仙	positive	0.9860397446259839
彭元逊	浅雨微寒春有思，宿妆残酒欲忺时	瑞鹧鸪	positive	0.9708265177161786
彭元逊	记新楼试酒，上客回车，初识能歌	忆旧游	negative	0.10862397388575129
黄右曹	共取蟠桃簇玉盘，来劝摩耶酒	卜算子	negative	0.08830177674192019
赵文	莫负东君，酒盟诗课	侧犯	positive	0.9548457217694293
赵文	无酒不须愁，问黄花知道	石州慢	positive	0.9147865807821672
赵文	闲将杯酒，苦劝羲和，揽辔更少驻	莺啼序	negative	0.06817831200902391
赵文	彩衣明媚人如玉，金杯潋滟酒成霞	最高楼	positive	0.5964555102052679
赵文	如此中山如此酒，何须更觅蓬瀛	临江仙	negative	0.23700745920457256
赵文	闲中多把酒杯传	临江仙	positive	0.9204085878817383
赵文	千年鹭渚，持作须翁酒	洞仙歌	negative	0.31404790628994284
赵功可	滉漾天衔晴昼，料酒楼歌馆，都是春回	八声甘州	positive	0.6802987692303438
赵功可	酒醒后、阑干独倚	曲游春	positive	0.8617915330438465
赵功可	茶香酒熟，月明风细，试教歌舞	桂枝香	positive	0.7615926774883943
赵功可	江南庾郎憔悴，睡未醒、病酒愁怎禁	绮寮怨	positive	0.7543764329451802
赵功可	酒醒灯寒，更残月落，吾美楼中	柳梢青	positive	0.996532703832519
刘埙	酒孤斟、谁与招	西湖明月引・江城梅花引	positive	0.6819892642583208
刘埙	送流车出陌，别酒浮觞	意难忘	positive	0.7766349620637519
刘埙	觅花呼酒，更共理哀弹	满庭芳	positive	0.6427379576809829
刘埙	酒阑人静，月淡尘清，晓风轻露	烛影摇红	positive	0.5749627579579508
刘埙	叹玉骨沈埋，芳魂缥缈，何处酹尊酒	买陂塘・摸鱼儿	positive	0.999985861830572
刘埙	浑不似、年时爱听酒边笛	买陂塘・摸鱼儿	positive	0.6086527756279309
王清观	青蛇飞起，黄龙喝住，才是酒醒时	太常引	negative	0.4096920466894831
汪元量	听楼头、哀笳怨角，未把酒、愁心先醉	莺啼序	positive	0.9727813395321079
汪元量	歌阑酒罢，玉啼金泣，此行良苦	水龙吟	positive	0.8831467908700474
汪元量	花似锦，酒成池。对花对酒两相宜	鹧鸪天	negative	0.19700582633156238
连妙淑	樽酒尽，勒马问归程	望江南・忆江南	negative	0.14160314535737695
黄静淑	鲁酒千杯人不醉，臂鹰健卒马如飞	望江南・忆江南	positive	0.865014655850968
陶明淑	天渐晚，把酒泪先弹	望江南・忆江南	positive	0.8290573614194957
杨慧淑	江北酒，一饮动千杯	望江南・忆江南	negative	0.4534029679172261
华清淑	蓟上酒楼喧鼓吹，帝城车马走骈阗	望江南・忆江南	negative	0.4483198730212785
梅顺淑	压酒燕妓骑细马，秋千高挂彩绳斜	望江南・忆江南	positive	0.7365855253307055
詹玉	应是添、伤春滋味，中酒心情。相见也，洛阳沽酒旗亭	渡江云	positive	0.985807510741479
詹玉	倚担评花，认旗沽酒，历历行歌奇迹	齐天乐	negative	0.42471784413432234
王沂孙	红炉旋添兽炭，办金船、羔酒熔脂	声声慢	negative	0.40699409824007104
王沂孙	酒魂醒，半榻梨云，起坐诗禅	高阳台	negative	0.32755435098195307
王沂孙	把酒花前，剩拚醉了，醒来还醉	水龙吟	positive	0.9772770884094072
王沂孙	相逢还是，冰壶浴罢，牙床酒醒	水龙吟	positive	0.5873612138078717
王沂孙	夜滴研朱，晨妆试酒，寒树偷分春艳	绮罗香	positive	0.9997123684729841
王沂孙	青凤衔丹，琼奴试酒，惊换玉质冰姿	一萼红	negative	0.19564700726523154
王沂孙	压酒人家，试灯天气，相次登临	一萼红	negative	0.243735854620709
王沂孙	点红盐乱落，最是夜寒，酒醒时节	解连环	positive	0.7554721756293005
王沂孙	又月落帆空，酒醒人远	三姝媚	negative	0.2488125147443061
王沂孙	前度绿阴载酒，枝头色比舞裙同	庆清朝	positive	0.5709139446673359
王沂孙	花恼难禁，酒销欲尽，门外冰澌初结	庆宫春・高阳台	positive	0.6082720595496793
王沂孙	芳径携酒处	扫花游・扫地游	positive	0.9201954712900936
王沂孙	趁酒梨花，催诗柳絮，一窗春怨。但无聊、病酒厌厌，夜月荼縻院	锁窗寒・琐寒窗	negative	0.26192083590985993
王沂孙	谩淡却蛾眉，晨妆慵扫，宝钗虫散，绣屏鸾破，当时暗水和云泛酒，空山留月听琴	八六子	positive	0.974531746995826
王沂孙	记唤酒寻芳处，盈盈褪妆晚	法曲献仙音	negative	0.323064836768722
王沂孙	屐齿莓阶，酒痕罗袖事何限	长亭怨・长亭怨慢	positive	0.9528670947070186
黄公绍	柳下系船青作缆，湖边荐酒碧为筒	潇湘神	positive	0.9876299878346481
彭履道	劝客新楼，鸣筝上酒，夜凉人爱秋深	凤凰台上忆吹箫	negative	0.21911272528720638
彭履道	掩面鸣筝，倚垆呼酒，东风重记旧眉妩	兰陵王	negative	0.4474849146008688
柴元彪	阳关酒尽，灞桥人远，也须别去	水龙吟	negative	0.024406314361571035
柴元彪	送酒无人，寂寞黄花雨	蝶恋花	positive	0.9908840426908916
柴元彪	酒病恹恹，羁愁缕缕	海棠春	negative	0.2064000309620354
莫	断云过雨，花前歌扇，梅边酒盏	水龙吟	negative	0.40706386204763534
姚云文	向尊前、又忆洒酒插花人	紫萸香慢	negative	0.04682811914758944
姚云文	昨夜佳人凭酒	如梦令	positive	0.5032720583176518
赵必□	问买春价数，酒边商略，寻春巷陌，鞭影参差	风流子	positive	0.9925773524604206
赵必□	何时寻、斗酒江鲈，悠悠千古坡赋	宴清都	negative	0.4894901036168904
